"Foaleng, M.","Li, Mang",,,,,,,,,,
"Fonteneau, B.","Li, Ming",,,,,,,,,,
"Fontes, A.M.","Lian, Ania",,,,,,,,,,
"Forbes, Joan","Liddy, Mags",,,,,,,,,,
,"Lima, D.",,,,,,,,,,
"Forno Sparosvich, Amilcar","Limón-Domínguez, Dolores",,,,,,,,,,
"Fortune, Tracy",,,,,,,,,,,
"Fourali, C.","Lipska-Badoti, G.",,,,,,,,,,
"Fourchard, Frédéric",,,,,,,,,,,
"Fozdar, F.","Liu, Q.",,,,,,,,,,
"Franch, Sara","Lizzola, I. (A c. di).",,,,,,,,,,
"Francis, Abraham","Llanos Erazo, D.",,,,,,,,,,
"Francis, Sally-Anne","Llanán Nogueira, Julio",,,,,,,,,,
"Franco, I.","Loiodice, I. ",,,,,,,,,,
"Francés, Mercedes Ávila","Longueira Matos, Silvana",,,,,,,,,,
"Franz, Julia","Ulivieri, S.",,,,,,,,,,
"Frasson, A. C.","Loomis, Colleen",,,,,,,,,,
"Frazer, Ryan","Lopes, R. P.",,,,,,,,,,
,"Lopes, R.P. et al.",,,,,,,,,,
"Freddano, Michela","Losito, Bruno",,,,,,,,,,
"Freeman, Kayla","Loubet, Jean-Pierre",,,,,,,,,,
,"Lough, Benjamin J.",,,,,,,,,,
"Freire-Ribeiro, Ilda",,,,,,,,,,,
"Freitag, Raquel Meister Ko.","Luatti, L.",,,,,,,,,,
"Freitag-Hild, B.","Luff, P.",,,,,,,,,,
"Freixa, Montserrat Oller","Lugo-Muñoz, M.",,,,,,,,,,
"Friedman, John","Lustosa, F. G.",,,,,,,,,,
"Friedman, Jonathan Z.","Luty-Michalak, M.",,,,,,,,,,
"Frieters-Reermann, Norbert","López Belmonte, J. L. (Coord.)",,,,,,,,,,
"Frin, Sandra","López Catalán, L.",,,,,,,,,,
"Fuentes-Moreno, Conxa","López Esteban, C.",,,,,,,,,,
"Fueyo Gutiérrez, Aquilina ","López Rengifo, C. F.",,,,,,,,,,
"Fulton, Kara A.","López de Munain, A. (Coords.)",,,,,,,,,,
"Fundalinski, Jessica","López, Esther",,,,,,,,,,
"Furnari, Mary","López, Mabel",,,,,,,,,,
"Furstenburg, Shira",,,,,,,,,,,
"Guareschi, Neuza Maria de Fátima ","López, Ramón",,,,,,,,,,
" Poza-Vilches, María de Fátima","López-Meneses, E.",,,,,,,,,,
"Palma González, Eric Eduardo","López-Toro, Alberto A.",,,,,,,,,,
"GARCÍA-ESTEBAN, F. Eduardo"," Peters, Michael A.",,,,,,,,,,
"Galdo, Ana Iglesias"," Abendroth, Mark",,,,,,,,,,
,"Blazek, Matej",,,,,,,,,,
"Galeffi, Dante Augusto","Gordon, Mordechai",,,,,,,,,,
"Gallagher, S.","Griffiths, Morwenna",,,,,,,,,,
"Gallwey, S."," Kricke, Meike",,,,,,,,,,
"Galán López, F. J."," Larsen, Marianne A.",,,,,,,,,,
"Gamboa, Jaime González","Ziepprecht, Kathrin",,,,,,,,,,
"Gandarias Goikoetxea, I."," Moses, Michele S.",,,,,,,,,,
"Gandini, Luciana",,,,,,,,,,,
"Gannon, M.",,,,,,,,,,,
"Garbutt, Kendra",,,,,,,,,,,
"Garcia, B.I.","Mcjerry, Atta Bekoe",,,,,,,,,,
"García-Pérez, Francisco F.",,,,,,,,,,,
,"MacCallum, Cathryn S.",,,,,,,,,,
"García García, T.","Mackowicz, J.",,,,,,,,,,
"García Pérez, F. F.","Meier, Monique",,,,,,,,,,
"García Sotelo, G.M.","Macqueen, Suzanne",,,,,,,,,,
"García Tudela, P. A.","Macías, O.",,,,,,,,,,
"García, A. Pérez","Madeira, E.",,,,,,,,,,
"García, A. M. Olalla","Magro, K.",,,,,,,,,,
"García, Heidy Vega",,,,,,,,,,,
"García, Odet Moliner","Maguth, Brad",,,,,,,,,,
"García, Rosa María Méndez",,,,,,,,,,,
,"Maire, Quentin",,,,,,,,,,
"García-Alonso, Israel","Makhanya, M.",,,,,,,,,,
"García-Gutiérrez, Juan","Maleq, Kathrine",,,,,,,,,,
,"Malsch, Anna",,,,,,,,,,
,"Malveaux, Gregory F.",,,,,,,,,,
"García-Rincón de Castro, C.","Mancaniello, M.R.",,,,,,,,,,
"García-Vinuesa, Antonio","Manzano-Arrondo, V.",,,,,,,,,,
"García-Álvarez, Santiago","Marchal, S.",,,,,,,,,,
,"Morbelli, Maria Cristiana ",,,,,,,,,,
"Gardinier, Meg P.","Markowska-Manista, U.",,,,,,,,,,
,"Martins, Filipe",,,,,,,,,,
"Gardner-McTaggart, Alexander","Martins, Teresa",,,,,,,,,,
"Garrido, David Armisén","Martí i Puig, S.",,,,,,,,,,
"Garrido, Luis Miguel Barriguete","Martín-Bermúdez, Nieves",,,,,,,,,,
"Garson, K.","Martín, Vanessa Míguez",,,,,,,,,,
"Gatalica, Kayla","Martín-Cuadrado, A. M.",,,,,,,,,,
,"Lirola, Maria Martínez",,,,,,,,,,
"Gaudelli, William","Martínez, Juan Bautista",,,,,,,,,,
"Gebbels, Susan","Martínková, Markéta",,,,,,,,,,
"Geleijnse, Jeantine","Maré, Gerhard",,,,,,,,,,
"Georgeou, Nichole","Marín Marín, J. A.",,,,,,,,,,
"Gericke, Niklas","Marín-Conejo, S.",,,,,,,,,,
"Germán, L.","Maston, M.",,,,,,,,,,
"Gershon, W. S.","Mata-McMahon, Jennifer",,,,,,,,,,
"Gezuraga, M.","Matencio López, R. M.",,,,,,,,,,
"Ghosn-Chelala, Maria","Mathisen, Bernice A.",,,,,,,,,,
"Gibson, Heather J.","Matteo, Armando",,,,,,,,,,
"Gibson, Heidi","Mauric, U.",,,,,,,,,,
"Gibson, Shonda","Maxwell, Claire",,,,,,,,,,
"Giesenbauer, Bror","Maziarz, B.",,,,,,,,,,
"Gil Madrona, P.","Mazijn, Bernard",,,,,,,,,,
"Gil Mateos, J. E.","Mazzoni, M.",,,,,,,,,,
"Gil-Doménech, Dolors","McCowan, Tristan",,,,,,,,,,
"Gilbertson, Amanda","McDonnell, Jane",,,,,,,,,,
"Gimeno, Almudena Martínez","McFarland, Sam",,,,,,,,,,
"Giménez Armentia, P.","McKenzie, Bridie",,,,,,,,,,
"Giraffa, Lucia Maria Martins","McLean, Lorna R.",,,,,,,,,,
"Gjøtterud, S. M.","McLoughlin, J.",,,,,,,,,,
"Glass, Chris R.",,,,,,,,,,,
"Glazier, Jocelyn","Medina, José Luis ",,,,,,,,,,
"Glomeron, Frédéric","Medir i Huerta, R. M.",,,,,,,,,,
"Glover, Alison","Meenken, Anika",,,,,,,,,,
"Glăveanu, Vlad","Melão, Dulce",,,,,,,,,,
"Godino, Juan D.","Mendenhall, Mark E.",,,,,,,,,,
"Godwaldt, Terry","Menezes, Isabel",,,,,,,,,,
"Goebel, Thomas","Menthe, J.",,,,,,,,,,
"Golden, B.","Merino, C.",,,,,,,,,,
"Gomar, Clara Maeztu","Merletti, Cinzia",,,,,,,,,,
"Gomes, Raimunda Kelly Silva","Merma, G.",,,,,,,,,,
"Gonzales, Zuleika Köhler",,,,,,,,,,,
"González Sánchez, M.",,,,,,,,,,,
"González, Claudio Allende","Merryfield, M. M.",,,,,,,,,,
"González, E.","Mesa, Manuela",,,,,,,,,,
"González, Hugo González","Mesquita, C.",,,,,,,,,,
"González, María José Peset",,,,,,,,,,,
"González, Moisés Ruiz","Mesquita, Luciana",,,,,,,,,,
"González, Mª del Camino Pereiro",,,,,,,,,,,
"González, Omar Gutiérrez","Michelsen, Gerd",,,,,,,,,,
"González, Simona Mayo",,,,,,,,,,,
"González-Gaudiano, Edgar Javier","Miguel, L. M.",,,,,,,,,,
"González-Monfort, Neus","Millar, CaraJane",,,,,,,,,,
"González-Pedraza, Ainoa","Milligan, Andrea",,,,,,,,,,
"González-Valencia, Gustavo A.","Minguez, R.",,,,,,,,,,
"Gonçalves De Freitas, Judite","Minkner, K.",,,,,,,,,,
"Gonçalves, Dinéia Fontoura","Minnix, Christopher",,,,,,,,,,
"Gonçalves, Teresa","Miralles Martínez, P.",,,,,,,,,,
"Goodier, Sarah",,,,,,,,,,,
"Goodman, Suki",,,,,,,,,,,
"Goodwin, A. Lin","Miranda, Daniel",,,,,,,,,,
"Goossen, Amber","Misco, Thomas",,,,,,,,,,
"Gopalkrishnan, Narayan","Misiaszek, Greg William",,,,,,,,,,
,,,,,,,,,,,
"Goren, Heela",,,,,,,,,,,
"Goulah, Jason","Misiaszek, Lauren Ila",,,,,,,,,,
"Gozálvez, Vicent",,,,,,,,,,,
"Gracia, María Amalia","Mitchell, Tania D.",,,,,,,,,,
"Grageda Bustamante, A.",,,,,,,,,,,
"Granados, Rolando Vivas","Moate, Josephine",,,,,,,,,,
"Granja, Dorys Ortiz","Moegling, K.",,,,,,,,,,
"Graziatti, Lucía Vallecillo",,,,,,,,,,,
"Green, W.",,,,,,,,,,,
"Greenspan, Itay","Moheyeldine, Nashwa ",,,,,,,,,,
,"Molina García, L.",,,,,,,,,,
,"Monaghan, Christine",,,,,,,,,,
"Griffiths, Mark D","Monroe, Martha C.",,,,,,,,,,
"Grimwood, R.","Monteiro, E.",,,,,,,,,,
"Grobbauer, Heidi",,,,,,,,,,,
"Groot de, I.","Montero-Diaz, Fiorella",,,,,,,,,,
"Grosseck, Gabriela","Moore, Sarah Jane",,,,,,,,,,
"Gruber, Rosa Santibáñez",,,,,,,,,,,
"Grummell, Bernie","Moraes, Silvia Elisabeth",,,,,,,,,,
"Gstrein, Vanessa","Moral-Toranzo, Felix",,,,,,,,,,
"Guajardo, M.","Morawski, C",,,,,,,,,,
"Guanaes, Dandara Areas",,,,,,,,,,,
"Guanaes, Deyna Hulda Arêas","Moree, D.",,,,,,,,,,
"Guantes, Maria Isabel Lafuente","Moreno Guerrero, A. J.",,,,,,,,,,
"Guath, Mona","Morosillo, R.",,,,,,,,,,
"Guerra, Betty Shadira Procel","Morrison, Alison",,,,,,,,,,
"Guerra, Martha","Morán, R.",,,,,,,,,,
"Guerrero Fernández, A.",Movimiento por la educación transformadory la Ciudadanía global,,,,,,,,,,
"Guerrero, Jenny García","Mróz, A.",,,,,,,,,,
"Guevara, Nathaly Guerrero","Msangi, Sabrina Eliya",,,,,,,,,,
"Guilherme, Alexandre","Murga-Menoyo, Maria Ángeles",,,,,,,,,,
"Guramatunhu Cooper, Nyasha","Murillo, Amy",,,,,,,,,,
"Gutiérrez D., José A.",,,,,,,,,,,
"Gutiérrez, María Puig","Muñoz Ramírez, A.",,,,,,,,,,
"Gutiérrez-Pérez, José","Muñoz, P.",,,,,,,,,,
,"Myers-Walls, Judith A.",,,,,,,,,,
"Gyoh, Son","Méndez, R.",,,,,,,,,,
"Gálvez, Diana Karina Mantilla",,,,,,,,,,,
"Gómez Barreto, I.","Schrüfer, Grabriele",,,,,,,,,,
"Gómez, Alejandro Garrido","Brendel,Nina",,,,,,,,,,
"Gómez, Félix Asenjo",,,,,,,,,,,
"Gómez, Hilda Mar Rodríguez","Nadal Masegosa, A. N.",,,,,,,,,,
"Gómez, Jorge Baches","Nakayama, Aoi",,,,,,,,,,
"Gómez, José Antonio Caride","Nanni, A.",,,,,,,,,,
"Gómez, María José Albert","Nardi, A.",,,,,,,,,,
"Gómez-Jarabo, Inmaculada","Narvaiza Cantín, L.",,,,,,,,,,
"Asselin, H.","Nauerth, Thomas",,,,,,,,,,
"Haapakoski, Jani","Naumiuk, A.",,,,,,,,,,
"Haavelsrud, Magnus",,,,,,,,,,,
"Haber-Curran, Paige","Navarro-Medina, Elisa",,,,,,,,,,
"Hackett, Justin","Ndigmbayel, R.",,,,,,,,,,
"Hacking, Elisabeth Barratt","Neslušanová, S.",,,,,,,,,,
"Hackmann, H.","Neves, L.",,,,,,,,,,
,"Neves, M.",,,,,,,,,,
"Hahn, Carole L.","Ng, Pak-Sheung",,,,,,,,,,
"Hahn, N.","Nganga, L.",,,,,,,,,,
"Haigh, Martin","Nguyahambi, A. M.",,,,,,,,,,
"Hajir, Basma","Nhat Ho, T.",,,,,,,,,,
"Hajisoteriou, Christina",,,,,,,,,,,
"Halbert, Kelsey","Niesche, Richard",,,,,,,,,,
"Hallet, W.","Niewielska, M.",,,,,,,,,,
"Hameed, Suraiya","Nießeler, Andreas",,,,,,,,,,
,"Nikiforidou, Z.",,,,,,,,,,
"Hammond, Christopher D.","Niklová, M.",,,,,,,,,,
"Hancock, Robin Elizabeth","Noguera, E.",,,,,,,,,,
"Handy, Femida","Noh, Jae-Eun",,,,,,,,,,
"Hansen, B.","Nos, E.",,,,,,,,,,
"Harraway, John","Novelli, M.",,,,,,,,,,
"Harris, Neil","Novo, María",,,,,,,,,,
"Harshman, Jason",,,,,,,,,,,
"Hartman, Eric","Nyaluke, David",,,,,,,,,,
"Hartung, Catherine","O'Donnel, E.B.",,,,,,,,,,
Hashmi AM.,"O'Toole, Barbara",,,,,,,,,,
"Hassan, N. U.","Burow, Olaf-Axel ",,,,,,,,,,
"Hasse-Riquelme, Vivianne Soledad","Ochoa Laburu, E.",,,,,,,,,,
"Hatley, Jenny","Ochwat, M.",,,,,,,,,,
"Haub, Melanie",,,,,,,,,,,
"Hauber-Özer, Melissa","Carvalho, Wanderson de Oliveira",,,,,,,,,,
"Hauser, M. W."," Cavalcante, Jomara De Oliveira",,,,,,,,,,
"Have, Henk ten","Olowu, R.",,,,,,,,,,
"Hayden, Mary","Olveira Olveira, M. E.",,,,,,,,,,
"Hayes, Gary","Olvera García, Jorge",,,,,,,,,,
"Haynes, Jeffrey","Omomo, T.",,,,,,,,,,
"Hedge, Nicki","Orefice, P.",,,,,,,,,,
"Hedtke, Reinhold","Orlowski, P.",,,,,,,,,,
"Heffernan, Troy","Orsini-Jones, Marina",,,,,,,,,,
"Heggart, K. R.","Osland, Joyce S.",,,,,,,,,,
"Heiduk, Nadine","Ospina Alvarado, M. C. (Coords)",,,,,,,,,,
"Heimpel, Daniela","Osuna, M.",,,,,,,,,,
"Heinemann, Alisha","Ouanada, Halima",,,,,,,,,,
"Heleta, Savo","Overwien, Bernd",,,,,,,,,,
"Helfenbein, R. J.","Oxarart, Annie",,,,,,,,,,
"Hendricks, LaVelle","Oyekan, R.",,,,,,,,,,
,,,,,,,,,,,
"Henn, Matt","O’Toole, B.",,,,,,,,,,
"Henry, Jacob","O’sullivan, M.",,,,,,,,,,
"Hernández Reyna, M.","Smeyers, P.",,,,,,,,,,
"Hernández Yulcerán, A.","Kraftl, P.",,,,,,,,,,
"Hernández, Adán","Pace, Paul",,,,,,,,,,
"Hernández, Claudia García"," Burbules, N. ",,,,,,,,,,
"Hernández, Luis Gibran Juárez","Pachler, N.",,,,,,,,,,
"Hernández, Yoleida","Paetkau, L.",,,,,,,,,,
"Herrera Farfán, N. A.",,,,,,,,,,,
"Herrero López, Y.","Pais, Alexandre",,,,,,,,,,
"Herrero, M.A.","Pająk-Ważna, E.",,,,,,,,,,
"Hertig, Philippe","Pak-Sheung, N.",,,,,,,,,,
"Hessel, Ana Maria Di Grado","Pakalniškienė, Vilmantė",,,,,,,,,,
"Hibberd, L.","Palak, Deniz",,,,,,,,,,
"Hidalgo-Capitán, Antonio Luis","Palech, C.",,,,,,,,,,
"Hill Collins, P.","Palma, C. (Coord.)",,,,,,,,,,
"Hinton, Rachel","Pando Ballesteros, M. P.",,,,,,,,,,
"Hipolito-Delgado, Carlos P.","Papastephanou, Marianna",,,,,,,,,,
,"Paricchi, M.",,,,,,,,,,
"Hirst, Nicola","Parmenter, Lynne",,,,,,,,,,
"Hitzschky, Rayssa Araújo","Parra, A.",,,,,,,,,,
"Hjelleset, K.","Parra, D.",,,,,,,,,,
"Hoare, Karen","Pasamonik, B.",,,,,,,,,,
"Hoechsmann, M.",,,,,,,,,,,
"Hoffman, Diane M.",,,,,,,,,,,
"Hoffmann, Thomas","Pashby, Karen",,,,,,,,,,
"Holmberg, A.","Passos, Tânia",,,,,,,,,,
"Hong, Yi","Pastor-García, M. Inmaculada",,,,,,,,,,
"Honoré, Étienne","Pathak-Shelat, Manisha",,,,,,,,,,
"Hoppers, Catherine Odora","Pauda, D.",,,,,,,,,,
"Horbath, Jorge",,,,,,,,,,,
"Horey, Dell","Peck, Carla L.",,,,,,,,,,
"Horsthemke, Kai","Pellicer, V.",,,,,,,,,,
"Hou, Yuqing",,,,,,,,,,,
"Hoult, Simon",,,,,,,,,,,
"Houtsonen, Outi","Peltz, David P",,,,,,,,,,
"Howard, Adam","Perdices, M.C.",,,,,,,,,,
"Hristov, Dean","Pereira, I.",,,,,,,,,,
"Hu, Min","Pereira, L.T.",,,,,,,,,,
"Huber, Tonya","Pereira, S.C.",,,,,,,,,,
"Huckle, John","Peres, Maria Gecineide",,,,,,,,,,
"Huddleston, G.","Perger, N.",,,,,,,,,,
"Hudson, Sarah","Perillo, Pascal",,,,,,,,,,
"Huedo, María Luisa Sierra","Peris, V.",,,,,,,,,,
"Medir i Huerta, R. M.",,,,,,,,,,,
"Huet-Gueye, Marie","Peterson, Andrew",,,,,,,,,,
"Hugon, Mandarine","Petrone, Martha",,,,,,,,,,
"Hull, R. Bruce",,,,,,,,,,,
"Humble, Steve","Peutrell, Rob",,,,,,,,,,
"Hume, T.","Pfeiffer, Morgan",,,,,,,,,,
"Hunt, D.","Phillion, J.",,,,,,,,,,
"Hurst, Allison L.","Phillips, Talinn",,,,,,,,,,
"Hyatt, C.","Phoenix, Ann",,,,,,,,,,
"Hyett, Nerida","Pica-Smith, Cinzia",,,,,,,,,,
"Hylton-Fraser, Kadia","Pieniazek, Malgorzata Anielka",,,,,,,,,,
"Hynynen, Nina","Pike, Graham",,,,,,,,,,
"IDRISSI, Hajar",,,,,,,,,,,
"Ibáñez Izquierdo, A.","Pillay, T.",,,,,,,,,,
"Ibáñez-Salgado, Nolfa","Pineda, Pedro",,,,,,,,,,
"Iglesias, Mª Beatriz Páramo",,,,,,,,,,,
"Iliško, Dzintra","Pineda-Alfonso, José A.",,,,,,,,,,
"Imoka, Chizoba","Pinochet, Sixtina Pinochet",,,,,,,,,,
"Inguaggiato, Carla","Pirbhai-Illich, F.",,,,,,,,,,
"Iordache-Bryant, Iulia","Pires, Ana Luísa de Oliveira",,,,,,,,,,
"Ireland, Kate","Pires, M. V.",,,,,,,,,,
"Isaacs, Anna","Piñas Rivera, L. C.",,,,,,,,,,
"Islam, Md Tariqul","Plate, Richard R.",,,,,,,,,,
J. Rackard,"Pluim, G. W.",,,,,,,,,,
"J., Marco Raúl Mejía","Polak, Jan Tobias",,,,,,,,,,
"JODIE BAKHELLA, WIDAD","Poletti, G. (A c. di).",,,,,,,,,,
"Jadot, Évelyne","Ponte, Stefano",,,,,,,,,,
"Jafry, Tahseen","Popjaková, Dagmar",,,,,,,,,,
"Jakubiak, Cori","Portera, A.",,,,,,,,,,
"James, Geneviève","Porto, Melina",,,,,,,,,,
"Janke, Cornelia","Posti-Ahokas, Hanna",,,,,,,,,,
"Janmaimool, Piyapong",,,,,,,,,,,
"Jančovič, J.","Postolache, N.",,,,,,,,,,
"Jara, O.","Prados, M.E.",,,,,,,,,,
"Jardim, Ana Laura Piñeyro","Cuevas, Joaquín Prats",,,,,,,,,,
"Jaureguialde, Begoña Mora","Premoli, S.",,,,,,,,,,
"Javaid, Hena","Prieto-Jiménez, Esther",,,,,,,,,,
"Jeffers, G.","Proctor, Mark",,,,,,,,,,
"Jerome, Lee","Prowse, Alicia",,,,,,,,,,
"Jeronen, Eila","Pérez de los Reyes, C.",,,,,,,,,,
,"Pérez, E.",,,,,,,,,,
"Jimenez, Jeremy David","Pérez, Lorena Rilo",,,,,,,,,,
"Jiménez Builes, J. A.","Qandil, M.",,,,,,,,,,
"Jiménez Vásquez, M. S.",,,,,,,,,,,
"Jiménez, Ana Gabriela Bell","Quaynor, Laura",,,,,,,,,,
"Jiménez, Vanezza Andrea Lara","Quiring, Eva",,,,,,,,,,
"Jiménez-Naranjo, Y."," Baumgartner, R.",,,,,,,,,,
"Job, J.",,,,,,,,,,,
"Johns, Amelia",,,,,,,,,,,
"Johnson, Esko",,,,,,,,,,,
"Johnson, Kent"," Schmitt, R.",,,,,,,,,,
,"Vianna, R. de Sousa",,,,,,,,,,
"Jokikokko, Katri",,,,,,,,,,,
"Jones, Tiffany","Raby, Rosalind Latiner",,,,,,,,,,
"Jooste, Nico","Race, Richard",,,,,,,,,,
"Jost, Christoph","Radhouane, Myriam",,,,,,,,,,
"Jover, Gonzalo","Raeymaeckers, P.",,,,,,,,,,
"Jowett, Tim","Rahatzad, J.",,,,,,,,,,
"Juarez-Ramos, Verónica",,,,,,,,,,,
"Juchtmans, G.","Raiker, Andrea",,,,,,,,,,
"Jucá, Sandro César Silveira","Rajala, Antti",,,,,,,,,,
"Judge, Ruth Cheung","Ramalho, Tania",,,,,,,,,,
,"Ramos, Aline Cristina Aparício",,,,,,,,,,
"Juliano, D.","Ranco, Sarah",,,,,,,,,,
"Julien, Marie-Pierre","Rangel, Lina",,,,,,,,,,
"Junek, Olga","Rapoport, Anatoli",,,,,,,,,,
"Juni, M. S.","Rapoport, Robert N.",,,,,,,,,,
"Junyent-Pubill, Mercè","Rauscher, Erwin",,,,,,,,,,
"Jurado Mejía, A. G.",,,,,,,,,,,
"Juvinao, Danny Daniel Lopez","Rautiainen, Matti",,,,,,,,,,
"Jääskeläinen, L.","Ravetllat, I.",,,,,,,,,,
"Karvánková, Petra","Reeb, Roger N.",,,,,,,,,,
"KLEIBL, T.","Reed, Warren",,,,,,,,,,
"Kadigiannopoulos, G.","Reef, B.",,,,,,,,,,
"Kadiwal, Laila","Reese, Gerhard",,,,,,,,,,
,"Reeves, A.",,,,,,,,,,
"Kagawa, Fumiyo","Regilme, Salvador Santino F",,,,,,,,,,
"Kalungwizi, V. J.","Reimer, H.",,,,,,,,,,
"Kamans, Elanor","Reimer, K.",,,,,,,,,,
"Kang, Hanee","Reimers, Fernando M.",,,,,,,,,,
"Kang, R.",,,,,,,,,,,
"Kanie, N.","Reis, G ",,,,,,,,,,
"Kaniowska, M. K.","Remmen, R.",,,,,,,,,,
"Kanwischer, D.","Repinaldo, Nádia",,,,,,,,,,
"Karambelas, C.","Rerrie, A.",,,,,,,,,,
"Karatekin, Kadir",,,,,,,,,,,
"Karikoski, H.","Reynolds, Ruth",,,,,,,,,,
"Kashif, Najam ul",,,,,,,,,,,
"Kashima, Emiko","Reysen, Stephen",,,,,,,,,,
"Kater-Wettstädt, Lydia","Rhee, Jeong-eun",,,,,,,,,,
"Katz-Gerro, Tally","Richart Piqueras, A.",,,,,,,,,,
"Katzarska-Miller, Iva",,,,,,,,,,,
"Kaukko, Mervi","Rieckmann, Marco",,,,,,,,,,
,,,,,,,,,,,
"Keating, Avril","Rigo, R. M.",,,,,,,,,,
"Keith, Samuel J.","Rilo, L. (Coord.)",,,,,,,,,,
"Keller, Lars","Rinne, R.",,,,,,,,,,
"Kelly, L.","Rivera, M. ",,,,,,,,,,
"Kempmann, M.","Rivero, Ricardo ",,,,,,,,,,
"Kenyon, Elizabeth","Rizvi, Fazal",,,,,,,,,,
"Kerkhoff, S.","Robertson, Jennifer Joy",,,,,,,,,,
"Kerr, J.","Robinson, P.",,,,,,,,,,
"Kertyzia, Heather","Robinson, Z",,,,,,,,,,
"Kesten, Alper","Rodek, V.",,,,,,,,,,
"Kester, Kevin","Rodríguez Domenech, Maria Angeles",,,,,,,,,,
"Khajohnmanee, Samattaphong","Rodríguez Hidalgo, A. J.",,,,,,,,,,
"Khazem, Dima","Rodríguez Martín, A.",,,,,,,,,,
"Khlaisang, Jintavee","Rodríguez, Antonio Ernesto Gómez",,,,,,,,,,
,"Rodríguez-Hoyos, C. ",,,,,,,,,,
"Khoo, Su-Ming","Roig-Vila, R.",,,,,,,,,,
"Kiesel, T.","Romero García, A.",,,,,,,,,,
"Kim, Gapcheol","Romero Sánchez, Baldomero Eduardo (Coords.)",,,,,,,,,,
"Kim, Gwang-jo","Romero, Jesús",,,,,,,,,,
"Kim, Jiwon"," Papa, Rosemary",,,,,,,,,,
"Kim, Soyeun","Rosen, Amanda M.",,,,,,,,,,
"Kim, Yeji","Ross, Alistair",,,,,,,,,,
"Kimmel, Courtney","Ross, E Wayne",,,,,,,,,,
"King, Betsy","Rothgangel, M.",,,,,,,,,,
"King, Brian","Rubio Hurtado, M. J.",,,,,,,,,,
"King, Julie","Rudnicki, P.",,,,,,,,,,
"King, Kenneth",,,,,,,,,,,
"Kirkwood-Tucker, Toni Fuss","Rudolph, Nathanael",,,,,,,,,,
"Kishino, Hinako","Rueda López, R.",,,,,,,,,,
"Kiwan, Dina","Ruiz, Ana I.",,,,,,,,,,
"Klein, Jørgen","Ruiz, M.J.",,,,,,,,,,
"Kleinschmidt, Malte",,,,,,,,,,,
"Knevel, Ron","Ruiz-Chapman, T.",,,,,,,,,,
"Knipprath, H.",,,,,,,,,,,
"Kohlmann, Eva-Maria","Rutazibwa, Olivia U.",,,,,,,,,,
"Kolb, A."," Bornemann, S.",,,,,,,,,,
"Kolleck, Nina"," Kenner, S.",,,,,,,,,,
"Kolomic, Erica","Sabariego Puig, M.",,,,,,,,,,
"Kolstrein, Abraham Magendzo","Sadowski, R. F.",,,,,,,,,,
"Kong, Lily","Sagayar, Moussa Mohamed",,,,,,,,,,
,,,,,,,,,,,
"Kopish, Michael A.","Sahle, Eunice N.",,,,,,,,,,
"Kopnina, Helen","Salaj, R.",,,,,,,,,,
"Korczak, Jarosław","Salazar, A. L. et al.",,,,,,,,,,
"Kosar, Hafiz","Samek, T.",,,,,,,,,,
"Kouritzin, Sandra","Sampaio, T. M. V.",,,,,,,,,,
"Krainer, Anita","Sanabria, C. P. (Coord.)",,,,,,,,,,
"Krause, Wanda","Sanahuja, J. A.",,,,,,,,,,
"Krogh, E.",,,,,,,,,,,
,"Sandoval-Hernández, Andrés",,,,,,,,,,
"Krogull, Susanne","Sangster, Margaret",,,,,,,,,,
"Kronlid, David",,,,,,,,,,,
"Kroufek, Roman","Sant, Edda",,,,,,,,,,
,"Santerini, M.",,,,,,,,,,
"Kuleta-Hulboj, Magdalena","Santiago, Léia Adriana da Silva",,,,,,,,,,
"Kulkarni, Saili S.","Santiago, Mylene",,,,,,,,,,
"Kunze, A. B.","Santisteban, Antoni F.",,,,,,,,,,
"Kuppens, Line","Santos Jorge, M.L.",,,,,,,,,,
"Kuren, Lynda Van","Santos, C. J.",,,,,,,,,,
"Kurian, Nomisha","Sanz, N.",,,,,,,,,,
"Křepelková, Šárka","Sanza, A. M.",,,,,,,,,,
,,,,,,,,,,,
"Loubet, Jean-Pierre","Saqipi, Blerim",,,,,,,,,,
"Laforest, Guy","Sañudo, M. F.",,,,,,,,,,
"Lago Bornstein, J. C.","Sánchez,  José ",,,,,,,,,,
"Lahiri, Sudeshna","Schaidt, S.",,,,,,,,,,
"Lahlou, S.","Scheinert, Laura",,,,,,,,,,
"Lahmidi, Meriam Boulahrouz","Schemmann, Michael",,,,,,,,,,
"Lam, Michelle","Scheuch, Martin ",,,,,,,,,,
"Lambrechts, Wim","Scheunpflug, Annette",,,,,,,,,,
"Lamóglia, F. B.","Schmidt, Sandra J.",,,,,,,,,,
,"Schoen, P.",,,,,,,,,,
"Landon, Adam C.","Schotte, A.",,,,,,,,,,
,"Schreiber-Barsch, Silke",,,,,,,,,,
"Lang-Wojtasik, Gregor",,,,,,,,,,,
"Lange, Dirk","Schugurensky, Daniel",,,,,,,,,,
"Lange, J.-M.","Schulz, Wolfram",,,,,,,,,,
"Langelaan, Berber","Schwarz, Jessica",,,,,,,,,,
"Langer, Arnim",,,,,,,,,,,
"Lansing, Jade","Scoffham, Stephen",,,,,,,,,,
"Lantz-Deaton, Caprice","Seidikenova, Almash",,,,,,,,,,
,,,,,,,,,,,
"Lappalainen, Rilli","Selvi, Ali Fuad",,,,,,,,,,
